,ID,area_type,availability,location,size,society,total_sqft,bath,balcony,price,loc_lat,loc_long,dir_from_centre
5179,5179,Super built-up  Area,18-May,Rachenahalli,1 BHK,AsNowre,660 - 700,1.0,0.0,32.64,13.0588586,77.6232576,north east
5180,5180,Plot  Area,Ready To Move,Jalahalli East,4 Bedroom,,720,4.0,2.0,48.0,13.06417205,77.54345050413951,north
5181,5181,Plot  Area,Ready To Move,Gunjur,5 Bedroom,Chranya,6613,7.0,,950.0,13.4279345,77.5131493,north
5182,5182,Super built-up  Area,Ready To Move,Hoodi,3 BHK,Goeur G,1925,3.0,3.0,110.0,12.9919033,77.7162015,east
5183,5183,Built-up  Area,Ready To Move,Kengeri,1 BHK,,502,1.0,1.0,25.0,12.9176571,77.4837568,south west
5184,5184,Built-up  Area,Ready To Move,Bommenahalli,3 Bedroom,Prood G,3339,3.0,0.0,250.0,13.0742536,77.7465943,north east
5185,5185,Built-up  Area,Ready To Move,Begur,3 BHK,Arhtsth,1475,2.0,2.0,74.0,12.8633887,77.61301120503904,south
5186,5186,Super built-up  Area,18-Aug,Indra Nagar,3 BHK,,1550,3.0,2.0,258.0,32.92828000000003,75.13856000000004,north
5187,5187,Super built-up  Area,18-Apr,Peenya,2 BHK,,966,2.0,1.0,49.0,13.0329419,77.5273253,north west
5188,5188,Plot  Area,Ready To Move,t.c palya,6 Bedroom,,1350,6.0,3.0,160.0,13.023040000000037,77.70012000000008,north east
5189,5189,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,NDionas,1300,2.0,2.0,75.0,12.8922203,77.6558048,south east
5190,5190,Plot  Area,Ready To Move,Bagalur Main Road,5 Bedroom,,4400,4.0,1.0,350.0,12.961005674287733,77.59082686157839,south east
5191,5191,Super built-up  Area,21-May,Kogilu,3 BHK,Sourtal,1559,3.0,2.0,120.0,13.104198,77.6170849,north
5192,5192,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,,1246,2.0,1.0,63.0,12.8533901,77.6383481,south east
5193,5193,Plot  Area,Ready To Move,Rajaji Nagar,3 Bedroom,,2790,3.0,0.0,950.0,12.9995223,77.5505328,north west
5194,5194,Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1410,2.0,3.0,53.58,12.8767919,77.6258806,south east
5195,5195,Plot  Area,Ready To Move,Varthur Road,4 Bedroom,,1300,3.0,0.0,75.0,12.9569176,77.701973,east
5196,5196,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,PuandHi,1339,2.0,2.0,58.0,12.88576665,77.55275290187642,south
5197,5197,Plot  Area,Ready To Move,Ilyas Nagar,4 Bedroom,,900,4.0,1.0,75.0,12.9077921,77.5708714,south
5198,5198,Super built-up  Area,Ready To Move,Channasandra,2 BHK,Unm 2El,1104,2.0,1.0,35.5,12.9804938,77.7683853,east
5199,5199,Built-up  Area,Ready To Move,Sultan Palaya,2 BHK,,900,2.0,2.0,45.0,13.022560000000055,77.60166000000004,north
5200,5200,Built-up  Area,Ready To Move,3rd Phase JP Nagar,3 BHK,Shestth,1550,2.0,2.0,79.0,12.9116311,77.5974042,south
5201,5201,Super built-up  Area,20-Dec,Kanakpura Road,1 BHK,GolusLi,670,1.0,1.0,35.0,12.88576665,77.55275290187642,south
5202,5202,Super built-up  Area,19-Dec,Jakkur,2 BHK,Ceezey ,1483,2.0,1.0,98.0,13.0784743,77.6068938,north
5203,5203,Super built-up  Area,Ready To Move,Basapura,3 BHK,Saavenc,1540,2.0,2.0,70.0,12.8655289,77.6471089,south east
5204,5204,Plot  Area,Ready To Move,Naganathapura,8 Bedroom,,1200,7.0,3.0,100.0,12.8717726,77.6714141,south east
5205,5205,Super built-up  Area,Ready To Move,Hennur,2 BHK,,1255,2.0,1.0,54.5,13.0258087,77.6305067,north east
5206,5206,Plot  Area,Ready To Move,OMBR Layout,3 Bedroom,,600,3.0,2.0,100.0,13.0082078,77.652392,north east
5207,5207,Super built-up  Area,Ready To Move,Jayanagar,2 BHK,,1036,2.0,2.0,110.0,12.9292731,77.5824229,south
5208,5208,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1460,2.0,2.0,75.0,12.8905219,77.598149,south
5209,5209,Super built-up  Area,Ready To Move,Devarachikkanahalli,2 BHK,Wiaysld,1230,2.0,1.0,58.0,12.8855932,77.6101723,south
5210,5210,Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,PuandHi,1340,2.0,2.0,60.0,12.88576665,77.55275290187642,south
5211,5211,Built-up  Area,Ready To Move,Yelenahalli,3 BHK,,1600,3.0,3.0,61.37,12.8669074,77.6159019,south
5212,5212,Built-up  Area,18-Apr,Hegde Nagar,3 BHK,SoisoCa,2162,3.0,1.0,200.0,13.0720352,77.6333905,north east
5213,5213,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Itvir M,919,2.0,2.0,40.0,12.848759900000001,77.64825295827616,south east
5214,5214,Super built-up  Area,18-Aug,4th Phase JP Nagar,2 BHK,,1070,2.0,2.0,38.9,12.90401615,77.59701106086892,south
5215,5215,Super built-up  Area,Ready To Move,Hosur Road,3 BHK,UmrldDr,1733,2.0,3.0,85.0,12.9527111,77.6052566,south east
5216,5216,Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsan,1221,3.0,3.0,72.0,12.7852528,77.6380931,south
5217,5217,Super built-up  Area,Ready To Move,kanakapura main road,2 BHK,,1041,2.0,1.0,36.44,12.884370000000047,77.55148000000008,south
5218,5218,Built-up  Area,Ready To Move,Ambalipura,4 BHK,SJodsed,2550,4.0,2.0,149.0,12.9173303,77.667161,south east
5219,5219,Built-up  Area,Ready To Move,Shampura,3 BHK,,1400,3.0,1.0,70.0,13.0272035,77.6140682,north east
5220,5220,Plot  Area,Ready To Move,Anjanapura,1 Bedroom,,600,2.0,0.0,55.0,12.8580811,77.5580713,south
5221,5221,Built-up  Area,Ready To Move,Nagarbhavi,1 BHK,MaentNa,710,2.0,2.0,40.0,12.95961755,77.51126721318181,west
5222,5222,Super built-up  Area,18-Apr,Electronic City,3 BHK,GMown E,1500,2.0,1.0,78.25,12.848759900000001,77.64825295827616,south east
5223,5223,Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,3122,6.0,2.0,237.0,13.0137105,77.4834544,north west
5224,5224,Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,HiahsLa,2061,3.0,3.0,175.0,13.0195427,77.6831272,north east
5225,5225,Plot  Area,Ready To Move,Brookefield,5 Bedroom,,2400,5.0,2.0,325.0,12.9668213,77.7168891,east
5226,5226,Super built-up  Area,19-Dec,Hebbal,3 BHK,Magiaya,1255,2.0,1.0,95.0,13.0382184,77.5919,north
5227,5227,Super built-up  Area,Ready To Move,Malleshwaram,7 BHK,,2425,7.0,3.0,140.0,13.0027353,77.5703253,north
5228,5228,Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Brods W,1031,2.0,1.0,55.0,12.8468545,77.6769267,south east
5229,5229,Super built-up  Area,18-Jul,Balagere,2 BHK,Soresea,1210,2.0,1.0,74.0,12.9377243,77.7280705,east
5230,5230,Super built-up  Area,Ready To Move,Anjanapura,2 BHK,ACopsva,950,2.0,1.0,40.0,12.8580811,77.5580713,south
5231,5231,Plot  Area,Ready To Move,Nagaraja Garden,4 Bedroom,,1376,4.0,1.0,156.0,18.426950000000033,79.15442000000007,north
5232,5232,Super built-up  Area,18-Dec,Hosa Road,2 BHK,Mahesr ,1161,2.0,1.0,55.15,12.8706073,77.6540565,south east
5233,5233,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1303,2.0,2.0,44.17,12.858390000000043,80.18606000000005,east
5234,5234,Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1418,2.0,2.0,105.0,13.0137105,77.4834544,north west
5235,5235,Plot  Area,Ready To Move,Kengeri Satellite Town,2 Bedroom,,1200,2.0,1.0,65.0,12.9229728,77.4842926,south west
5236,5236,Super built-up  Area,Ready To Move,Basavangudi,3 BHK,,1825,3.0,,175.0,12.9422105,77.5741507,south
5237,5237,Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Bhhmi L,1015,2.0,0.0,48.0,12.8905219,77.598149,south
5238,5238,Carpet  Area,Ready To Move,Mathikere,3 BHK,,1150,2.0,0.0,60.0,13.0328884,77.557374,north
5239,5239,Super built-up  Area,Ready To Move,Singasandra,2 BHK,Priewhi,1010,2.0,1.0,40.0,12.88027485,77.65475374894244,south east
5240,5240,Super built-up  Area,Ready To Move,Reliaable Tranquil Layout,3 BHK,Sariana,1508,3.0,1.0,75.0,22.34505000000007,85.29885000000007,north east
5241,5241,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1275,2.0,1.0,87.0,12.912432,77.5759515,south
5242,5242,Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Kaiew L,1460,3.0,1.0,70.0,12.912432,77.5759515,south
5243,5243,Super built-up  Area,Ready To Move,Old Airport Road,2 BHK,,946,2.0,2.0,58.0,12.9583828,77.6663946,east
5244,5244,Super built-up  Area,Ready To Move,Vignana Nagar,2 BHK,Alows M,1110,2.0,2.0,58.0,12.974890000000073,77.68092000000007,east
5245,5245,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,1832,3.0,1.0,125.0,13.0398416,77.6413592,north east
5246,5246,Super built-up  Area,18-Apr,Hebbal,2 BHK,Arcia S,1088,2.0,2.0,61.45,13.0382184,77.5919,north
5247,5247,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1564,3.0,1.0,104.0,13.054713,77.6339258,north east
5248,5248,Super built-up  Area,18-Jan,Kadugodi,2 BHK,Prclee ,1030,2.0,1.0,35.02,12.9985767,77.7609716,east
5249,5249,Super built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,,660,2.0,0.0,27.0,12.9104123,77.59751,south
5250,5250,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Asncywo,1700,3.0,1.0,95.0,12.920441,77.6653284,south east
5251,5251,Plot  Area,Ready To Move,BTM 1st Stage,4 Bedroom,,1100,5.0,2.0,121.0,12.916961,77.6089475,south east
5252,5252,Super built-up  Area,18-Feb,Panathur,2 BHK,,1205,2.0,2.0,62.9,12.9351457,77.7047541,east
5253,5253,Super built-up  Area,Ready To Move,Lottegolla Halli,3 BHK,,1950,3.0,2.0,90.0,13.047890000000052,77.57192000000003,north
5254,5254,Super built-up  Area,18-May,Devanahalli Int. Airport,2 BHK,,1080,2.0,1.0,62.0,13.24464000000006,77.71128000000004,north east
5255,5255,Built-up  Area,Ready To Move,Ardendale,4 BHK,AWharde,2800,4.0,,140.0,13.026135,77.76638437071601,east
5256,5256,Super built-up  Area,19-Jan,Mailasandra,2 BHK,Hanar I,999,2.0,1.0,43.66,12.915939,77.4932278,south west
5257,5257,Plot  Area,Ready To Move,Basvasamithi Layout Vidyaranyapura,4 Bedroom,,900,4.0,3.0,175.0,13.079290000000071,77.55912000000006,north
5258,5258,Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,Soazak ,1300,2.0,1.0,89.76,12.88576665,77.55275290187642,south
5259,5259,Super built-up  Area,Ready To Move,HRBR Layout,2 BHK,Srayatr,1265,2.0,1.0,78.0,13.0251863,77.6340078,north east
5260,5260,Built-up  Area,Ready To Move,Attibele,2 BHK,,1200,2.0,2.0,42.0,12.7782588,77.7712834,south east
5261,5261,Super built-up  Area,18-Mar,Bhoganhalli,4 BHK,Rosha I,1974,4.0,0.0,106.0,12.927050000000065,77.69478000000004,east
5262,5262,Super built-up  Area,Ready To Move,Chelekare,2 BHK,Goezell,1180,2.0,2.0,40.0,23.308490000000063,74.17756000000003,north
5263,5263,Super built-up  Area,Ready To Move,Amruthahalli,3 BHK,,1350,2.0,3.0,63.0,13.0665131,77.5966238,north
5264,5264,Super built-up  Area,Ready To Move,Kodichikkanahalli,3 BHK,DiamiSa,1560,2.0,2.0,65.0,12.8966996,77.6124269,south
5265,5265,Plot  Area,Ready To Move,8th Block Jayanagar,2 Bedroom,,2800,2.0,0.0,650.0,12.9178704,77.577718,south
5266,5266,Super built-up  Area,18-Aug,Hosakerehalli,2 BHK,Maunt M,1085,2.0,1.0,41.23,12.9301881,77.5378332,south west
5267,5267,Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,J axyGa,1300,2.0,2.0,75.0,12.9718886,77.54578883887129,west
5268,5268,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Afncyad,1600,3.0,2.0,56.0,12.9552572,77.6984163,east
5269,5269,Super built-up  Area,Ready To Move,Atmananda Colony,2 BHK,,1127,2.0,2.0,55.0,22.74893000000003,75.90437000000003,north
5270,5270,Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Malowr ,795,2.0,2.0,32.0,12.9229728,77.4842926,south west
5271,5271,Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,,1850,3.0,2.0,88.0,12.95961755,77.51126721318181,west
5272,5272,Built-up  Area,18-Jul,Bommasandra Industrial Area,2 BHK,,1020,2.0,1.0,29.45,12.81114,77.6634021,south east
5273,5273,Built-up  Area,Ready To Move,Doopanahalli,3 BHK,KroneMo,1475,2.0,1.0,200.0,12.9674584,77.6396382,east
5274,5274,Plot  Area,Ready To Move,Baba Nagar,3 Bedroom,,1200,3.0,3.0,96.25,28.800010000000043,76.14371000000006,north
5275,5275,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1345,2.0,1.0,47.0,12.9055682,77.5455438,south west
5276,5276,Super built-up  Area,19-Nov,Kaikondrahalli,2 BHK,,849,2.0,1.0,25.4,12.916788350000001,77.67427750003182,south east
5277,5277,Super built-up  Area,19-Sep,Kanakpura Road,3 BHK,Soazak ,1706,3.0,2.0,135.0,12.88576665,77.55275290187642,south
5278,5278,Super built-up  Area,19-Dec,Yelahanka,4 BHK,LedorSa,2100,4.0,1.0,180.0,13.1006982,77.5963454,north
5279,5279,Super built-up  Area,Ready To Move,Nagadevanahalli,3 BHK,,1250,2.0,2.0,65.0,12.9395391,77.4954936,west
5280,5280,Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1260,3.0,3.0,63.58,12.88576665,77.55275290187642,south
5281,5281,Super built-up  Area,Ready To Move,Horamavu Agara,3 BHK,,1265,2.0,1.0,65.0,13.0367725,77.6549479,north east
5282,5282,Super built-up  Area,17-Nov,Abbigere,3 BHK,AdhriPa,1260,2.0,1.0,45.0,13.0742739,77.5288653,north west
5283,5283,Super built-up  Area,18-Dec,Jalahalli,2 BHK,Vaniai ,1045,2.0,1.0,58.0,13.0464531,77.5483803,north west
5284,5284,Super built-up  Area,Ready To Move,Hebbal Kempapura,4 BHK,,3895,4.0,2.0,495.0,13.0521017,77.6018107,north
5285,5285,Super built-up  Area,18-May, Rachenahalli,1 RK,AsNowre,385 - 440,1.0,0.0,19.8,13.0588586,77.6232576,north east
5286,5286,Super built-up  Area,17-Jun,Bellandur,2 BHK,,1100,2.0,3.0,62.0,12.9279555,77.6807658,south east
5287,5287,Super built-up  Area,19-Sep,Kudlu Gate,2 BHK,Srods P,1113,2.0,1.0,50.0,12.8898043,77.6390627,south east
5288,5288,Super built-up  Area,18-Dec,Old Airport Road,4 BHK,Jaades ,2774,4.0,3.0,208.0,12.9583828,77.6663946,east
5289,5289,Built-up  Area,Ready To Move,Varthur,2 BHK,Vaensia,1210,2.0,1.0,60.0,12.9406152,77.7469937,east
5290,5290,Super built-up  Area,Ready To Move,Kogilu,1 BHK,,700,1.0,1.0,30.84,13.104198,77.6170849,north
5291,5291,Super built-up  Area,18-May,Kanakpura Road,2 BHK,NellsKo,1155,2.0,1.0,55.5,12.88576665,77.55275290187642,south
5292,5292,Super built-up  Area,22-Jun,Hoodi,2 BHK,GoAirej,1132,2.0,1.0,89.0,12.9919033,77.7162015,east
5293,5293,Super built-up  Area,18-Jan,Hennur Road,2 BHK,Asadacy,1359,2.0,2.0,104.0,13.0398416,77.6413592,north east
5294,5294,Super built-up  Area,Ready To Move,Byatarayanapura,4 BHK,Reeroce,2631,3.0,,200.0,13.0666526,77.591967,north
5295,5295,Super built-up  Area,Ready To Move,Kothanur,2 BHK,,1145,2.0,2.0,56.0,13.0613601,77.6493895,north east
5296,5296,Built-up  Area,Ready To Move,5th Phase JP Nagar,1 BHK,Shenshi,600,1.0,1.0,30.0,12.9118678,77.5765347,south
5297,5297,Plot  Area,Ready To Move,Laggere,1 Bedroom,,1200,1.0,1.0,125.0,13.0108677,77.5207301,north west
5298,5298,Built-up  Area,Ready To Move,Mahalakshmi Puram,2 BHK,,830,2.0,1.0,60.0,13.00383000000005,77.54422000000005,north west
5299,5299,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,Ammesss,1009,2.0,2.0,56.0,12.9116225,77.6388622,south east
5300,5300,Super built-up  Area,Ready To Move,Basavangudi,3 BHK,Soarkig,1800,3.0,2.0,195.0,12.9422105,77.5741507,south
5301,5301,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Niareum,1226,2.0,2.0,52.71,13.1006982,77.5963454,north
5302,5302,Super built-up  Area,Ready To Move,Badrappa Layout,2 BHK,,1500,2.0,2.0,88.0,13.048350000000028,77.57485000000008,north
5303,5303,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Prarkun,1363,2.0,1.0,79.0,12.848759900000001,77.64825295827616,south east
5304,5304,Built-up  Area,Ready To Move,Poorna Pragna Layout,3 Bedroom,,1400,2.0,1.0,240.0,12.9089902,77.53274961607151,south west
5305,5305,Built-up  Area,18-Dec,Bommasandra Industrial Area,2 BHK,,1165,2.0,1.0,33.64,12.81114,77.6634021,south east
5306,5306,Built-up  Area,Ready To Move,HSR Layout,4 Bedroom,Rocid P,2792,4.0,1.0,220.0,12.9116225,77.6388622,south east
5307,5307,Built-up  Area,Ready To Move,Kammanahalli,1 Bedroom,,700,1.0,0.0,59.0,13.0093455,77.6377094,north east
5308,5308,Super built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,May 2ge,1060,2.0,2.0,42.0,13.0200235,77.6092887,north east
5309,5309,Built-up  Area,Ready To Move,Marathahalli,2 BHK,Vantsra,1200,2.0,1.0,67.0,12.9552572,77.6984163,east
5310,5310,Built-up  Area,18-Dec,"Off Sarjapur Road, ",3 BHK,,1518,3.0,2.0,76.0,12.90982715,77.687841195793,south east
5311,5311,Built-up  Area,Ready To Move,Nagappa Reddy Layout,3 BHK,Ablmsol,1495,2.0,2.0,75.0,13.011600000000044,77.67784000000006,east
5312,5312,Built-up  Area,Ready To Move,Sanjay nagar,2 BHK,,1575,2.0,2.0,90.0,12.9578658,77.6958748,east
5313,5313,Built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,Brway G,1440,2.0,2.0,170.0,12.9995223,77.5505328,north west
5314,5314,Super built-up  Area,18-Dec,Kasavanhalli,3 BHK,Goaysn ,1545,3.0,1.0,69.0,12.9047595,77.6759172,south east
5315,5315,Built-up  Area,Ready To Move,Kengeri,3 BHK,Akdorli,1470,3.0,3.0,50.0,12.9176571,77.4837568,south west
5316,5316,Super built-up  Area,Ready To Move,Cooke Town,3 BHK,,1500,3.0,3.0,95.0,13.0027852,77.624747,north east
5317,5317,Built-up  Area,Ready To Move,BTM Layout,3 BHK,Myace P,1450,2.0,2.0,81.0,12.9151772,77.6102821,south east
5318,5318,Super built-up  Area,Ready To Move,Hosur Road,2 BHK,,1179,2.0,1.0,49.0,12.9527111,77.6052566,south east
5319,5319,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1650,3.0,2.0,110.0,12.912432,77.5759515,south
5320,5320,Super built-up  Area,Ready To Move,Chandapura,3 BHK,Arhid O,1095,2.0,2.0,32.0,12.8004439,77.7062826,south east
5321,5321,Built-up  Area,18-Jan,Lal Bahadur Shastri Nagar,2 BHK,,856,2.0,1.0,48.0,12.9678103,77.6715478,east
5322,5322,Super built-up  Area,Ready To Move,Naganathapura,2 BHK,Malmsri,1143,2.0,1.0,62.0,12.8717726,77.6714141,south east
5323,5323,Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1349,2.0,1.0,97.8,13.0382184,77.5919,north
5324,5324,Built-up  Area,Ready To Move,Anjanapura,3 BHK,ACopsva,1280,2.0,2.0,45.0,12.8580811,77.5580713,south
5325,5325,Super built-up  Area,Ready To Move,Malleshwaram,1 BHK,,480,1.0,1.0,60.0,13.0027353,77.5703253,north
5326,5326,Super built-up  Area,18-Dec,Whitefield,2 BHK,Prtates,1216,2.0,1.0,69.06,12.9696365,77.7497448,east
5327,5327,Super built-up  Area,Ready To Move,Doddakallasandra,3 BHK,,2493,3.0,,115.0,12.8846435,77.5527546,south
5328,5328,Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,PantsAp,1290,2.0,1.0,120.0,13.0027353,77.5703253,north
5329,5329,Plot  Area,Ready To Move,Banjara Layout,5 Bedroom,,1200,5.0,2.0,96.0,13.0382887,77.6652184,north east
5330,5330,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Elodsre,1156,2.0,2.0,42.0,12.848759900000001,77.64825295827616,south east
5331,5331,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1230,2.0,2.0,44.0,13.054713,77.6339258,north east
5332,5332,Super built-up  Area,Ready To Move,Volagerekallahalli,2 BHK,PSterAs,1070,2.0,2.0,33.15,,,
5333,5333,Plot  Area,Immediate Possession,Devanahalli,,Emngs S,2100 - 5405,,,177.115,13.2483502,77.7134377,north east
5334,5334,Super built-up  Area,18-Aug,Ramagondanahalli,2 BHK,ViistLa,1235,2.0,1.0,49.3,12.9558969,77.7405826,east
5335,5335,Built-up  Area,Ready To Move,6th block Koramangala,2 BHK,Krone S,1117,2.0,1.0,110.0,12.9390255,77.6238477,south east
5336,5336,Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,Dieldli,1724,3.0,2.0,124.0,12.9684441,77.7187843,east
5337,5337,Plot  Area,Ready To Move,Jalahalli,4 Bedroom,,1200,4.0,0.0,90.0,13.0464531,77.5483803,north west
5338,5338,Super built-up  Area,Ready To Move,Venkatadri Layout,1 BHK,Raiyai ,600,1.0,1.0,43.0,12.909200000000055,77.50807000000003,south west
5339,5339,Super built-up  Area,Ready To Move,KR Puram,3 BHK,DSise S,1930,2.0,2.0,57.9,13.007516,77.695935,east
5340,5340,Super built-up  Area,18-Dec,Whitefield,2 BHK,Prtates,1216,2.0,1.0,75.0,12.9696365,77.7497448,east
5341,5341,Built-up  Area,Ready To Move,KR Puram,3 BHK,ViionMa,1452,3.0,3.0,60.0,13.007516,77.695935,east
5342,5342,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Veale R,1355,2.0,3.0,78.0,12.9696365,77.7497448,east
5343,5343,Built-up  Area,Ready To Move,HMT Layout,4 Bedroom,,7500,4.0,,425.0,13.03553,77.5027084,north west
5344,5344,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,2145,3.0,3.0,190.0,12.920441,77.6653284,south east
5345,5345,Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,Varlsa ,957,2.0,1.0,53.0,12.9089453,77.6239038,south east
5346,5346,Built-up  Area,Ready To Move,Shantiniketan Layout,2 BHK,Maest N,925,2.0,2.0,48.0,12.9147113,77.6024933,south
5347,5347,Super built-up  Area,Ready To Move,Bellandur,2 BHK,Grntsd ,1550,2.0,3.0,59.0,12.9279555,77.6807658,south east
5348,5348,Plot  Area,Ready To Move,Yelahanka New Town,4 Bedroom,,4000,2.0,1.0,899.0,13.0978039,77.5811889,north
5349,5349,Plot  Area,20-Jul,Kanakpura Road,3 Bedroom,,2100,3.0,2.0,140.0,12.88576665,77.55275290187642,south
5350,5350,Super built-up  Area,21-Dec,Bannerghatta Road,2 BHK,PrarePa,1115,2.0,1.0,61.0,12.8905219,77.598149,south
5351,5351,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,NCowsar,1692,3.0,2.0,83.0,13.1006982,77.5963454,north
5352,5352,Super built-up  Area,Ready To Move,Baba Nagar,2 BHK,,1100,2.0,2.0,52.0,28.800010000000043,76.14371000000006,north
5353,5353,Super built-up  Area,Ready To Move,Hormavu,3 BHK,ARureig,1385,2.0,2.0,69.0,13.0216149,77.6574918,north east
5354,5354,Super built-up  Area,Ready To Move,Hosa Road,1 BHK,Amelllu,760,1.0,1.0,24.9,12.8706073,77.6540565,south east
5355,5355,Super built-up  Area,19-Dec,Electronics City Phase 1,2 BHK,Shitt S,1335,2.0,2.0,67.0,12.8496783,77.6649749,south east
5356,5356,Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,Kut 3or,910,2.0,1.0,45.0,12.9089453,77.6239038,south east
5357,5357,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,MGBay T,1610,2.0,2.0,55.0,12.88576665,77.55275290187642,south
5358,5358,Super built-up  Area,19-Mar,Hennur Road,2 BHK,Puachal,1341,2.0,1.0,75.76,13.0398416,77.6413592,north east
5359,5359,Plot  Area,Ready To Move,Kurubarahalli,3 Bedroom,,1200,3.0,0.0,70.0,13.1019041,77.7987309,north east
5360,5360,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,SLnssPr,1285,2.0,2.0,44.98,12.9055682,77.5455438,south west
5361,5361,Super built-up  Area,Ready To Move,HAL 2nd Stage,3 BHK,,2100,3.0,,252.0,12.9686377,77.6382282,east
5362,5362,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,1679,3.0,,92.13,13.0371162,77.5280547,north west
5363,5363,Built-up  Area,Ready To Move,Puttappa Layout,4 Bedroom,,2675,4.0,2.0,290.0,12.9709603,77.6527383,east
5364,5364,Built-up  Area,Ready To Move,"Ananthanagar Phase 1,Electronic City , phase 2",2 BHK,,1016,2.0,1.0,45.9,12.853400000000022,77.67537000000004,south east
5365,5365,Built-up  Area,Ready To Move,Banashankari Stage II,4 Bedroom,,1500,2.0,0.0,650.0,13.0021577,77.5526639,north west
5366,5366,Plot  Area,Ready To Move,Palace Guttahalli,3 Bedroom,,660,2.0,1.0,100.0,13.0044094,77.5812634,north
5367,5367,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2448,3.0,2.0,400.0,12.9995223,77.5505328,north west
5368,5368,Super built-up  Area,Ready To Move,Bellandur,2 BHK,,924,2.0,2.0,35.11,12.9279555,77.6807658,south east
5369,5369,Super built-up  Area,18-Jul,8th Phase JP Nagar,1 BHK,Maian M,500,1.0,1.0,31.0,12.9167948,77.595038,south
5370,5370,Super built-up  Area,Ready To Move,Ngef Layout,3 BHK,,1800,3.0,2.0,88.0,12.9592694,77.5093895,west
5371,5371,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Vixirri,1255,2.0,3.0,77.0,12.9696365,77.7497448,east
5372,5372,Super built-up  Area,18-Dec,Hennur Road,2 BHK,Inaxyga,1040,2.0,2.0,50.0,13.0398416,77.6413592,north east
5373,5373,Super built-up  Area,Ready To Move,Kattigenahalli,2 BHK,Vehida ,1062,2.0,2.0,47.0,13.1194349,77.627356,north
5374,5374,Super built-up  Area,19-Dec,Varthur Road,2 BHK,Aseenh ,770 - 841,2.0,0.0,19.33,12.9569176,77.701973,east
5375,5375,Super built-up  Area,Ready To Move,Hosur Road,2 BHK,Nimesch,950,2.0,1.0,60.0,12.9527111,77.6052566,south east
5376,5376,Super built-up  Area,18-May,Whitefield,2 BHK,Prtates,1216,2.0,1.0,73.0,12.9696365,77.7497448,east
5377,5377,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,AdadeEs,1300,2.0,2.0,98.0,12.9116225,77.6388622,south east
